arquivo	palavra	label
AgRgTSE3.txt	destinação	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	despesas	O
AgRgTSE3.txt	acarretam	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	desaprovação	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	significa	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	por	O
AgRgTSE3.txt	exemplo	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	outras	O
AgRgTSE3.txt	irregularidades	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	reputadas	O
AgRgTSE3.txt	graves	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	possam	O
AgRgTSE3.txt	também	O
AgRgTSE3.txt	levar	O
AgRgTSE3.txt	à	O
AgRgTSE3.txt	glosa	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	já	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	definição	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	negação	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	esgota	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	conceito	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	AgR-PC	B-JURISPRUDENCIA
AgRgTSE3.txt	no	I-JURISPRUDENCIA
AgRgTSE3.txt	1314-55.2012.6.00.0000/DF	I-JURISPRUDENCIA
AgRgTSE3.txt	5	O
AgRgTSE3.txt	Por	O
AgRgTSE3.txt	esse	O
AgRgTSE3.txt	motivo	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	entendo	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	gravidade	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	irregularidade	O
AgRgTSE3.txt	constitui	O
AgRgTSE3.txt	unidade	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	medida	O
AgRgTSE3.txt	mais	O
AgRgTSE3.txt	adequada	O
AgRgTSE3.txt	para	O
AgRgTSE3.txt	balizar	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	decisão	O
AgRgTSE3.txt	do	O
AgRgTSE3.txt	juiz	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	Ilustro	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	análise	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	Lei	B-LEGISLACAO
AgRgTSE3.txt	n°	I-LEGISLACAO
AgRgTSE3.txt	9.09611995	I-LEGISLACAO
AgRgTSE3.txt	e	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	escala	O
AgRgTSE3.txt	decrescente	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	gravidade	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	possíveis	O
AgRgTSE3.txt	irregularidades	O
AgRgTSE3.txt	encontráveis	O
AgRgTSE3.txt	nas	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	as	O
AgRgTSE3.txt	respectivas	O
AgRgTSE3.txt	sanções	O
AgRgTSE3.txt	aplicáveis	O
AgRgTSE3.txt	:	O
AgRgTSE3.txt	Art	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	30	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	A	O
AgRgTSE3.txt	Justiça	O
AgRgTSE3.txt	Eleitoral	O
AgRgTSE3.txt	verificará	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	regularidade	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	campanha	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	decidindo	O
AgRgTSE3.txt	:	O
AgRgTSE3.txt	-	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	aprovação	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	quando	O
AgRgTSE3.txt	estiverem	O
AgRgTSE3.txt	regulares	O
AgRgTSE3.txt	;	O
AgRgTSE3.txt	II	O
AgRgTSE3.txt	-	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	aprovação	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	ressalvas	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	quando	O
AgRgTSE3.txt	verificadas	O
AgRgTSE3.txt	falhas	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	lhes	O
AgRgTSE3.txt	comprometam	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	regularidade	O
AgRgTSE3.txt	;	O
AgRgTSE3.txt	III	O
AgRgTSE3.txt	-	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	desaprovação	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	quando	O
AgRgTSE3.txt	verificadas	O
AgRgTSE3.txt	falhas	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	lhes	O
AgRgTSE3.txt	comprometam	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	regularidade	O
AgRgTSE3.txt	;	O
AgRgTSE3.txt	IV	O
AgRgTSE3.txt	-	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	prestação	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	quando	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	apresentadas	O
AgRgTSE3.txt	as	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	após	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	notificação	O
AgRgTSE3.txt	emitida	O
AgRgTSE3.txt	pela	O
AgRgTSE3.txt	Justiça	O
AgRgTSE3.txt	Eleitoral	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	na	O
AgRgTSE3.txt	qual	O
AgRgTSE3.txt	constará	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	obrigação	O
AgRgTSE3.txt	expressa	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	prestar	O
AgRgTSE3.txt	as	O
AgRgTSE3.txt	suas	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	no	O
AgRgTSE3.txt	prazo	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	setenta	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	duas	O
AgRgTSE3.txt	horas	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	Destaquei	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	Não	O
AgRgTSE3.txt	há	O
AgRgTSE3.txt	dúvida	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	representação	O
AgRgTSE3.txt	percentual	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	irregularidade	O
AgRgTSE3.txt	considerado	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	valor	O
AgRgTSE3.txt	total	O
AgRgTSE3.txt	recebido	O
AgRgTSE3.txt	consubstancia	O
AgRgTSE3.txt	um	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	possíveis	O
AgRgTSE3.txt	elementos	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	ser	O
AgRgTSE3.txt	levados	O
AgRgTSE3.txt	em	O
AgRgTSE3.txt	conta	O
AgRgTSE3.txt	para	O
AgRgTSE3.txt	tal	O
AgRgTSE3.txt	medição	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	Todavia	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	devida	O
AgRgTSE3.txt	vênia	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	entendem	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	forma	O
AgRgTSE3.txt	diversa	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	compreendo	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	constitui	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	único	O
AgRgTSE3.txt	parâmetro	O
AgRgTSE3.txt	para	O
AgRgTSE3.txt	efeito	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	aprovação	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	ressalvas	O
AgRgTSE3.txt	ou	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	desaprovação	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	Tanto	O
AgRgTSE3.txt	é	O
AgRgTSE3.txt	assim	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	pode	O
AgRgTSE3.txt	haver	O
AgRgTSE3.txt	situações	O
AgRgTSE3.txt	nas	O
AgRgTSE3.txt	quais	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	percentual	O
AgRgTSE3.txt	seja	O
AgRgTSE3.txt	pequeno	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	mas	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	valor	O
AgRgTSE3.txt	nominalmente	O
AgRgTSE3.txt	elevado	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	ou	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	ainda	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	valor	O
AgRgTSE3.txt	pequeno	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	relativo	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	irregularidade	O
AgRgTSE3.txt	grave	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	por	O
AgRgTSE3.txt	exemplo	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	certa	O
AgRgTSE3.txt	quantia	O
AgRgTSE3.txt	em	O
AgRgTSE3.txt	dinheiro	O
AgRgTSE3.txt	percentualmente	O
AgRgTSE3.txt	pequena	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	valor	O
AgRgTSE3.txt	nominalmente	O
AgRgTSE3.txt	diminuto	O
AgRgTSE3.txt	usada	O
AgRgTSE3.txt	para	O
AgRgTSE3.txt	um	O
AgRgTSE3.txt	propósito	O
AgRgTSE3.txt	criminoso	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	portanto	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	grave	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	Acato	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	contudo	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	mais	O
AgRgTSE3.txt	uma	O
AgRgTSE3.txt	vez	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	orientação	O
AgRgTSE3.txt	jurisprudencial	O
AgRgTSE3.txt	desta	O
AgRgTSE3.txt	Casa	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	em	O
AgRgTSE3.txt	observância	O
AgRgTSE3.txt	ao	O
AgRgTSE3.txt	princípio	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	colegialidade	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	considerados	O
AgRgTSE3.txt	os	O
AgRgTSE3.txt	princípios	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	razoabilidade	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	proporcionalidade	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	bem	O
AgRgTSE3.txt	como	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	baixo	O
AgRgTSE3.txt	percentual	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	irregularidade	O
AgRgTSE3.txt	detectada	O
AgRgTSE3.txt	na	O
AgRgTSE3.txt	espécie	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	1,11	O
AgRgTSE3.txt	%	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	-	O
AgRgTSE3.txt	na	O
AgRgTSE3.txt	compreensão	O
AgRgTSE3.txt	do	O
AgRgTSE3.txt	TSE	B-ORGANIZACAO
AgRgTSE3.txt	-	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	reputo	O
AgRgTSE3.txt	ausentes	O
AgRgTSE3.txt	elementos	O
AgRgTSE3.txt	conducentes	O
AgRgTSE3.txt	à	O
AgRgTSE3.txt	desaprovação	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	Cito	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	propósito	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	os	O
AgRgTSE3.txt	seguintes	O
AgRgTSE3.txt	julgados	O
AgRgTSE3.txt	:	O
AgRgTSE3.txt	PRESTAÇÃO	O
AgRgTSE3.txt	DE	O
AgRgTSE3.txt	CONTAS	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	PSDC	B-ORGANIZACAO
AgRgTSE3.txt	.	O
AgRgTSE3.txt	DIRETÓRIO	O
AgRgTSE3.txt	NACIONAL	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	EXERCÍCIO	O
AgRgTSE3.txt	FINANCEIRO	O
AgRgTSE3.txt	DE	O
AgRgTSE3.txt	2010	B-TEMPO
AgRgTSE3.txt	.	O
AgRgTSE3.txt	CONTAS	O
AgRgTSE3.txt	APROVADAS	O
AgRgTSE3.txt	COM	O
AgRgTSE3.txt	RESSALVAS	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	IMPOSIÇÃO	O
AgRgTSE3.txt	DE	O
AgRgTSE3.txt	RESSARCIMENTO	O
AgRgTSE3.txt	AO	O
AgRgTSE3.txt	ERÁRIO	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	1	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	A	O
AgRgTSE3.txt	prestação	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	conquanto	O
AgRgTSE3.txt	dever	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	funda-se	O
AgRgTSE3.txt	no	O
AgRgTSE3.txt	princípio	O
AgRgTSE3.txt	fundamental	O
AgRgTSE3.txt	republicano	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	CRFBI88	B-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	art	I-LEGISLACAO
AgRgTSE3.txt	.	I-LEGISLACAO
AgRgTSE3.txt	10	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	caput	I-LEGISLACAO
AgRgTSE3.txt	)	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	seu	O
AgRgTSE3.txt	corolário	O
AgRgTSE3.txt	imediato	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	postulado	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	publicidade	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	CRFB/88	B-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	arts	I-LEGISLACAO
AgRgTSE3.txt	.	I-LEGISLACAO
AgRgTSE3.txt	1	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	caput	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	50	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	XXXIII	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	e	I-LEGISLACAO
AgRgTSE3.txt	37	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	caput	I-LEGISLACAO
AgRgTSE3.txt	)	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	A	O
AgRgTSE3.txt	despeito	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	conteúdo	O
AgRgTSE3.txt	plurissignificativo	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	vagueza	O
AgRgTSE3.txt	semântica	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	afigura-se	O
AgRgTSE3.txt	possível	O
AgRgTSE3.txt	identificar	O
AgRgTSE3.txt	alguns	O
AgRgTSE3.txt	atributos	O
AgRgTSE3.txt	normativos	O
AgRgTSE3.txt	mínimos	O
AgRgTSE3.txt	no	O
AgRgTSE3.txt	conteúdo	O
AgRgTSE3.txt	jurídico	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	aludidos	O
AgRgTSE3.txt	cânones	O
AgRgTSE3.txt	magnos	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	quais	O
AgRgTSE3.txt	sejam	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	i	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	existência	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	uma	O
AgRgTSE3.txt	concepção	O
AgRgTSE3.txt	igualitária	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	bem	O
AgRgTSE3.txt	público	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	cuja	O
AgRgTSE3.txt	AgR-PC	B-JURISPRUDENCIA
AgRgTSE3.txt	no	I-JURISPRUDENCIA
AgRgTSE3.txt	1314-55.2012.6.00.0000IDF	I-JURISPRUDENCIA
AgRgTSE3.txt	titularidade	O
AgRgTSE3.txt	é	O
AgRgTSE3.txt	atribuída	O
AgRgTSE3.txt	ao	O
AgRgTSE3.txt	povo	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	ii	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	distinção	O
AgRgTSE3.txt	entre	O
AgRgTSE3.txt	patrimônio	O
AgRgTSE3.txt	público	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	privado	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	governantes	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	iii	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	eletividade	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	representantes	O
AgRgTSE3.txt	populares	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	iv	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	periodicidade	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	mandatos	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	(	O
AgRgTSE3.txt	v	O
AgRgTSE3.txt	)	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	dever	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	prestação	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	consequente	O
AgRgTSE3.txt	possibilidade	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	responsabilização	O
AgRgTSE3.txt	políticô-jurídica	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	todas	O
AgRgTSE3.txt	as	O
AgRgTSE3.txt	autoridades	O
AgRgTSE3.txt	estatais	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	O	O
AgRgTSE3.txt	direito	O
AgRgTSE3.txt	à	O
AgRgTSE3.txt	informação	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	correlato	O
AgRgTSE3.txt	ao	O
AgRgTSE3.txt	dever	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	publicidade	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	inerente	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	todo	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	qualquer	O
AgRgTSE3.txt	cidadão	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	cariz	O
AgRgTSE3.txt	fundamental	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	ex	O
AgRgTSE3.txt	vi	O
AgRgTSE3.txt	do	O
AgRgTSE3.txt	art	B-LEGISLACAO
AgRgTSE3.txt	.	I-LEGISLACAO
AgRgTSE3.txt	5°	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	XIV	I-LEGISLACAO
AgRgTSE3.txt	,	I-LEGISLACAO
AgRgTSE3.txt	da	I-LEGISLACAO
AgRgTSE3.txt	CRFB/88	I-LEGISLACAO
AgRgTSE3.txt	,	O
AgRgTSE3.txt	reclama	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	na	O
AgRgTSE3.txt	seara	O
AgRgTSE3.txt	eleitoral	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	deva	O
AgRgTSE3.txt	ser	O
AgRgTSE3.txt	franqueado	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	amplo	O
AgRgTSE3.txt	conhecimento	O
AgRgTSE3.txt	acerca	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	gastos	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	as	O
AgRgTSE3.txt	campanhas	O
AgRgTSE3.txt	eleitorais	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	postulantes	O
AgRgTSE3.txt	aos	O
AgRgTSE3.txt	cargos	O
AgRgTSE3.txt	político-eletivos	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	Consêctariamente	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	torna-se	O
AgRgTSE3.txt	imperioso	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	no	O
AgRgTSE3.txt	afã	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	sa	O
AgRgTSE3.txt	!	O
AgRgTSE3.txt	vaguardar	O
AgRgTSE3.txt	este	O
AgRgTSE3.txt	diréito	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	Estado	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	apenas	O
AgRgTSE3.txt	se	O
AgRgTSE3.txt	abstenha	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	agir	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	com	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	ausência	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	sigilo	O
AgRgTSE3.txt	nas	O
AgRgTSE3.txt	informações	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	mas	O
AgRgTSE3.txt	também	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	sobretudo	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	poder	O
AgRgTSE3.txt	público	O
AgRgTSE3.txt	adote	O
AgRgTSE3.txt	comportamentos	O
AgRgTSE3.txt	comissivos	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	mediante	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	adoção	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	providências	O
AgRgTSE3.txt	concretas	O
AgRgTSE3.txt	que	O
AgRgTSE3.txt	permitam	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	cientificação	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	o	O
AgRgTSE3.txt	conhecimento	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	informações	O
AgRgTSE3.txt	ao	O
AgRgTSE3.txt	público	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	O	O
AgRgTSE3.txt	dever	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	prestar	O
AgRgTSE3.txt	contas	O
AgRgTSE3.txt	é	O
AgRgTSE3.txt	exigido	O
AgRgTSE3.txt	não	O
AgRgTSE3.txt	apenas	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	agentes	O
AgRgTSE3.txt	já	O
AgRgTSE3.txt	investidos	O
AgRgTSE3.txt	na	O
AgRgTSE3.txt	gestão	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	coisa	O
AgRgTSE3.txt	pública	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	mas	O
AgRgTSE3.txt	também	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	p	O
AgRgTSE3.txt	!	O
AgRgTSE3.txt	ayers	O
AgRgTSE3.txt	da	O
AgRgTSE3.txt	competição	O
AgRgTSE3.txt	eleitoral	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	i.e.	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	partidos	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	comitês	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	candidatos	O
AgRgTSE3.txt	.	O
AgRgTSE3.txt	A	O
AgRgTSE3.txt	divulgação	O
AgRgTSE3.txt	dos	O
AgRgTSE3.txt	recursos	O
AgRgTSE3.txt	auferidos	O
AgRgTSE3.txt	pelos	O
AgRgTSE3.txt	partidos	O
AgRgTSE3.txt	e	O
AgRgTSE3.txt	candidatos	O
AgRgTSE3.txt	se	O
AgRgTSE3.txt	revela	O
AgRgTSE3.txt	importante	O
AgRgTSE3.txt	instrumento	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	análise	O
AgRgTSE3.txt	para	O
AgRgTSE3.txt	os	O
AgRgTSE3.txt	cidadãos-eleitores	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	irradiando-se	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	précipuamente	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	sob	O
AgRgTSE3.txt	dois	O
AgRgTSE3.txt	prismas	O
AgRgTSE3.txt	no	O
AgRgTSE3.txt	primeiro	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	vies	O
AgRgTSE3.txt	positivo	O
AgRgTSE3.txt	as	O
AgRgTSE3.txt	informações	O
AgRgTSE3.txt	acerca	O
AgRgTSE3.txt	das	O
AgRgTSE3.txt	despesas	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	çampanha	O
AgRgTSE3.txt	propiciam	O
AgRgTSE3.txt	-	O
AgRgTSE3.txt	a	O
AgRgTSE3.txt	formulação	O
AgRgTSE3.txt	de	O
AgRgTSE3.txt	um	O
AgRgTSE3.txt	juízo	O
AgRgTSE3.txt	adequado	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	responsável	O
AgRgTSE3.txt	econsdente	O
AgRgTSE3.txt	quando	O
AgRgTSE3.txt	do	O
AgRgTSE3.txt	exercício	O
AgRgTSE3.txt	do	O
AgRgTSE3.txt	direito	O
AgRgTSE3.txt	.ao	O
AgRgTSE3.txt	sufrágio	O
AgRgTSE3.txt	,	O
AgRgTSE3.txt	notadamente	O
